,Chapter,Test Case,hash,Type,Date,Status,part,_merge,node,up_date
157,9.12.25,Central Regional Roamer: OPPS,57e316de521b320bd642ce216b642681,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
158,9.12.26,Central Regional Roamer: TPPS,5aeb34763941878f7a19e0523e9e197a,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
159,9.12.27,Central Regional Roamer: OPPS to PSTN,ded5917afbf5c1a7191a689740cf40db,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
160,9.12.28,Central Regional Roamer: TPPS from PSTN,ff3ab10fed7822fb002de945c1e8a820,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
161,9.12.29,Central Regional Roamer: Call to VMS 0600,cda99b9d1c9f71ed1aa63f4d47582df1,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
162,9.12.30,Central Regional Roamer: CFNRC Call to VMS,33512124adc86c570762f36d8d4c9456,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
163,9.12.31,Central Regional Roamer: CFNRY Call to PSTN,9ae827c76c6b16ef1175119f05b9d724,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
164,9.12.32,Central Regional Roamer: CFU Call,70fd10cd708afe035af044b5d259b7fd,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
165,9.12.33,Black Earth Roamer: OPPS,b2b0966ffcc3337fe634ccaae909beb4,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
166,9.12.34,Black Earth Roamer: TPPS,86cf4340a3416d0212732392f4a1a943,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
167,9.12.35,Black Earth Roamer: OPPS to PSTN,201fdca152916ebb528754dceab6443d,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
168,9.12.36,Black Earth Roamer: TPPS from PSTN,2bd35b405e0c86df1cd2d2a238b7120e,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
169,9.12.37,Black Earth Roamer: Call to VMS 0600,f22e5124085058bb8b9586d03be632c2,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
170,9.12.38,Black Earth Roamer: CFNRC Call to VMS,fd8f3a0ad86ae9ccb099ff0c22918868,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
171,9.12.39,Black Earth Roamer: CFNRY Call to PSTN,cde3e37c4aadda5d5fc0d54f8762188f,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
172,9.12.40,Black Earth Roamer: CFU Call,4b599f2a7d05bac691720763626d8c68,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
173,9.12.41,South Roamer: OPPS,60a122d759c78e3acf3fd66099896e56,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
174,9.12.42,South Roamer: TPPS,db2dea16b4350b936ee767339abce089,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
175,9.12.43,South Roamer: OPPS to PSTN,5bc9e8cb68a710b429eeb89abbc0d38e,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
176,9.12.44,South Roamer: TPPS from PSTN,d700551d9fd45af0355b69c2084afd63,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
177,9.12.45,South Roamer: Call to VMS 0600,34a2941bb909a45c907b4e505a3283c0,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
178,9.12.46,South Roamer: CFNRC Call to VMS,62499c4747ad419414d8be0b18e591c8,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
179,9.12.47,South Roamer: CFNRY Call to PSTN,bf31825cea952c205c02682faeadd4c0,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
180,9.12.48,South Roamer: CFU Call,d2f95f555b8ba2103a35885eb8d7cfa2,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
181,9.12.49,Volga Roamer: OPPS,8387527c755174a54c20043b22526bb4,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
182,9.12.50,Volga Roamer: TPPS,c3fdb7020a2a5811d79c72e5c2374daa,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
183,9.12.51,Volga Roamer: OPPS to PSTN,1f2f599e57f9c808509c6c2664735856,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
184,9.12.52,Volga Roamer: TPPS from PSTN,da1a2a39fb5ae3f8b57f0780c04768b3,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
185,9.12.53,Volga Roamer: Call to VMS 0600,1a38938d0ee90f358a506c5a5aa1d6ee,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
186,9.12.54,Volga Roamer: CFNRC Call to VMS,7639a7a782a35118ade79062cfbadfa2,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
187,9.12.55,Volga Roamer: CFNRY Call to PSTN,33dcb83ece82c5bee6961513107a0110,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
188,9.12.56,Volga Roamer: CFU Call,8aea18834d5d56d88ed2ad4c9d57c442,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
189,9.12.57,Ural Roamer: OPPS,aba682da0f1567c08d159668475f09d1,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
190,9.12.58,Ural Roamer: TPPS,57344bbc67be7484b69ebd29e7e0d01a,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
191,9.12.59,Ural Roamer: OPPS to PSTN,1fe182f121957ffe173612a1b7c7dc79,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
192,9.12.60,Ural Roamer: TPPS from PSTN,eb967fd787405cef4c2499217673afdf,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
193,9.12.61,Ural Roamer: Call to VMS 0600,ea21cddaec137586fb74d181ed4aeeab,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
194,9.12.62,Ural Roamer: CFNRC Call to VMS,50e7194fac9c46ac12e9351a110fb390,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
195,9.12.63,Ural Roamer: CFNRY Call to PSTN,a9e3d25e9ce039b9f899801f1b6b2a1b,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
196,9.12.64,Ural Roamer: CFU Call,4c69043908f5d3a1602d78ae92586c45,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
197,9.12.65,Siberia Roamer: OPPS,2eee9d336f2a65607228a6073a3ebcc8,Compact & Cluster,2022-01-01 00:00:00,N-A,Traffic,both,VS40MSK,2023-9-22
198,9.12.66,Siberia Roamer: TPPS,dfefac68d595754eddd2df7ff19bbff5,Compact & Cluster,2022-01-01 00:00:00,N-A,Traffic,both,VS40MSK,2023-9-22
199,9.12.67,Siberia Roamer: OPPS to PSTN,afdda46aa8aeabdb62b5db5ca1245fea,Compact & Cluster,2022-01-01 00:00:00,N-A,Traffic,both,VS40MSK,2023-9-22
200,9.12.68,Siberia Roamer: TPPS from PSTN,bd9ec084210e4c4566f77d461c413831,Compact & Cluster,2022-01-01 00:00:00,N-A,Traffic,both,VS40MSK,2023-9-22
201,9.12.69,Siberia Roamer: Call to VMS 0600,298634940e6bdc6c080c21303a132e61,Compact & Cluster,2022-01-01 00:00:00,N-A,Traffic,both,VS40MSK,2023-9-22
202,9.12.70,Siberia Roamer: CFNRC Call to VMS,409a6233b0ccb84a667a496f8b5a06f2,Compact & Cluster,2022-01-01 00:00:00,N-A,Traffic,both,VS40MSK,2023-9-22
203,9.12.71,Siberia Roamer: CFNRY Call to PSTN,ce1809149b36bde4fb3a022582d3266b,Compact & Cluster,2022-01-01 00:00:00,N-A,Traffic,both,VS40MSK,2023-9-22
204,9.12.72,Siberia Roamer: CFU Call,a314662f316f3a4c9840e2621210276c,Compact & Cluster,2022-01-01 00:00:00,N-A,Traffic,both,VS40MSK,2023-9-22
205,9.12.73,Far East Roamer: OPPS,97300b9d875be6a9310107cea8932dda,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
206,9.12.74,Far East Roamer: TPPS,f81abb4df7602386541df1d7b80404f0,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
207,9.12.75,Far East Roamer: OPPS to PSTN,7529fb9a315c298716e9d149d9ce29a1,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
208,9.12.76,Far East Roamer: TPPS from PSTN,3fdb807bd01e76d396f1b8e09f0132a8,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
209,9.12.77,Far East Roamer: Call to VMS 0600,f5130c803f82499e8544bf9d45a912b1,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
210,9.12.78,Far East Roamer: CFNRC Call to VMS,bb9fbf71a478a91d85eb8e769c3af3ae,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
211,9.12.79,Far East Roamer: CFNRY Call to PSTN,88c010bb937490e0538a8a9cc41d9441,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
212,9.12.80,Far East Roamer: CFU Call,796702f8a3d7247f702a17b3b23e49b6,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
213,9.13.1,Location Update with USIM,57a3061930625af99195891e9e561fb2,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
214,9.13.2,Location Update with SIM,250698bfa621bab560aef5d52d51de49,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
215,9.14.1,B Numbering trigger (DCF and INAP),d544ab02530940d46c43ea00a73d59d3,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
216,9.14.2,B Numbering trigger (ANTIFRAUD),46b4aa3d8f8ff5d7beeb3d0e38c36761,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
217,9.15.1,Combined Attach procedure (UE Mode “Auto”),120ae360daecd24b580b71f9f2766bbc,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
218,9.15.3,MT SMS to UE,422b918551de2b3a8420e244ad8cbdfc,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
219,9.15.5,MO SMS from UE,68780ae1e137c56b0ab6bbd9b6ff4168,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
220,9.15.7,MO USSD from UE,09052bec12b5e5bb01ffc2e21c608278,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
221,9.15.8,Network Initiated USSD,3b876ed0c1f2df7b15b16bb2df47048b,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
222,9.15.10,MT call in Idle Mode (CSFB to 2G),2db4d8d00327ed2c94d70d60680659ce,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
223,9.15.12,MO call in Idle Mode (CSFB to 2G),658705a7da0c191929a5aaedd5c91915,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
224,9.16.1,CS->VoLTE MT Call with RBT,0bd0e673df4c14cae45a11fac30c530b,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
225,9.16.2,CS->VoLTE MT Call with HOLD and MPTY,8f291bbaa265cd86a54d3c964fb94448,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
226,9.16.3,VoLTE->PLMN MO Call,12752171013c76a3d84cb6e57be5d442,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
227,9.16.4,"CS->VoLTE MT Call with Brakeout, CFNRY ",bdcfa75c774810643a0edefe05cfe05b,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
228,9.16.5,"CS->VoLTE MT Call with Brakeout, + HOLD and MPTY",09a73ccc6c44e672d992efd585eec7cf,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
229,9.16.6,VoLTE->PSTN MO Call with SRVCC,a78a340c031f1d588ea248631b551939,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
230,9.16.7,CS->VoLTE MT Call  + RBT with SRVCC At allerting state,0bd0119b2e43e255a6c64410c913cf27,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
231,9.16.8,Alternative routing when SIP peer is unreachable,465a6f08b5e15162b3f2f82b5799254a,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
232,10.1.1,UE to 0611 NordWest (9052299154),ce3c65776d2f4ff24228ded53a2490ef,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
233,10.1.1,UE to 0611 NordWest (9052299154),ce3c65776d2f4ff24228ded53a2490ef,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
234,10.1.2,UE to 0611 Moscow (9037011579),ce134cfa3e93090023129f5268687494,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
235,10.1.2,UE to 0611 Moscow (9037011579),ce134cfa3e93090023129f5268687494,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
236,10.1.3,UE to 0611 Central Regional (9639749819),09b229848bc2583db2bb2ca3a5ca5e44,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
237,10.1.3,UE to 0611 Central Regional (9639749819),09b229848bc2583db2bb2ca3a5ca5e44,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
238,10.1.4,UE to 0611 Black Earth (9052299708),f43511d45aae9299ed7f59e7ff3c776e,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
239,10.1.4,UE to 0611 Black Earth (9052299708),f43511d45aae9299ed7f59e7ff3c776e,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
240,10.1.5,UE to 0611 South (9034011211),c799442c343933c71c96e217a832abc7,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
241,10.1.5,UE to 0611 South (9034011211),c799442c343933c71c96e217a832abc7,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
242,10.1.6,UE to 0611 Caucas (9612989341),651065aba1df51bc53cd3eb042e13ca4,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
243,10.1.6,UE to 0611 Caucas (9612989341),651065aba1df51bc53cd3eb042e13ca4,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
244,10.1.7,UE to 0611 Volga (9033829115),da4ad5814a78584832c85043b9977df1,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
245,10.1.7,UE to 0611 Volga (9033829115),da4ad5814a78584832c85043b9977df1,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
246,10.1.8,UE to 0611 Ural (9033829952),b6a8a684fc2a38576f504e6e0937c3b3,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
247,10.1.8,UE to 0611 Ural (9033829952),b6a8a684fc2a38576f504e6e0937c3b3,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
248,10.1.9,UE to 0611 Siberia (9039336001),1b0f97f973b4fdc62b8d8c40e49b5ac2,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
249,10.1.9,UE to 0611 Siberia (9039336001),1b0f97f973b4fdc62b8d8c40e49b5ac2,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
250,10.1.10,UE to 0611 Far East (9628429499),df7543a6d5af8424ab4dd0198ff54e02,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
251,10.1.10,UE to 0611 Far East (9628429499),df7543a6d5af8424ab4dd0198ff54e02,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
252,10.2.1,CAMEL bypass MT,5661efede40940c457aa3728f4f206e6,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
253,10.2.2,CAMEL bypass MO+MT,bb046980ec03b9a26e74970a7d26c41c,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
254,10.2.3,CAMEL bypass STP-SRF,e65bcd16628be8f6c8953d0f855ddaf1,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
255,10.2.3,CAMEL bypass STP-SRF,e65bcd16628be8f6c8953d0f855ddaf1,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
256,10.2.4,CAMEL bypass Selective,f465875ae06836908e80eba6c412f6e5,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
257,10.2.5,CAMEL bypass MO+MT+STP-SRF,c8e58135561492e1314a18416b6d0097,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
258,10.1.1,MSC Selection in MSC Pool ,ce3c65776d2f4ff24228ded53a2490ef,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
259,10.1.1,MSC Selection in MSC Pool ,ce3c65776d2f4ff24228ded53a2490ef,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
260,10.1.2,TMSI Based Routing in MSC Pool ,ce134cfa3e93090023129f5268687494,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
261,10.1.2,TMSI Based Routing in MSC Pool ,ce134cfa3e93090023129f5268687494,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
262,10.1.3,NRI correct handling when moving between 3G and LTE,09b229848bc2583db2bb2ca3a5ca5e44,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
263,10.1.3,NRI correct handling when moving between 3G and LTE,09b229848bc2583db2bb2ca3a5ca5e44,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
264,10.1.4,Intra MSC Handover to BSC/RNC outside the MSC Pool Area ,f43511d45aae9299ed7f59e7ff3c776e,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
265,10.1.4,Intra MSC Handover to BSC/RNC outside the MSC Pool Area ,f43511d45aae9299ed7f59e7ff3c776e,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
266,10.1.5,Enhancement Support for Non-pool Aware RAN Nodes ,c799442c343933c71c96e217a832abc7,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
267,10.1.5,Enhancement Support for Non-pool Aware RAN Nodes ,c799442c343933c71c96e217a832abc7,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
268,10.1.6,MSC Pool redistribution mechanism,651065aba1df51bc53cd3eb042e13ca4,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
269,10.1.6,MSC Pool redistribution mechanism,651065aba1df51bc53cd3eb042e13ca4,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
270,10.1.7,CSFB MT call in MSC-in-Pool ,da4ad5814a78584832c85043b9977df1,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
271,10.1.7,CSFB MT call in MSC-in-Pool ,da4ad5814a78584832c85043b9977df1,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
272,10.1.8,MO Call&SMS Recovery,b6a8a684fc2a38576f504e6e0937c3b3,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
273,10.1.8,MO Call&SMS Recovery,b6a8a684fc2a38576f504e6e0937c3b3,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
274,10.1.9,MO CSFB call recovery,1b0f97f973b4fdc62b8d8c40e49b5ac2,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
275,10.1.9,MO CSFB call recovery,1b0f97f973b4fdc62b8d8c40e49b5ac2,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
276,10.1.10,SMS over SGs MO recovery,df7543a6d5af8424ab4dd0198ff54e02,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
277,10.1.10,SMS over SGs MO recovery,df7543a6d5af8424ab4dd0198ff54e02,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
278,10.1.11,Dual VLR Registration of EPS Subscriber feature check,c858e7ade9bd4514327a9ff8ed702144,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
279,10.2.3,MT SMS Recovery,e65bcd16628be8f6c8953d0f855ddaf1,Compact & Cluster,2022-01-01 00:00:00,TBD,Traffic,both,VS40MSK,2023-9-22
280,10.2.3,MT SMS Recovery,e65bcd16628be8f6c8953d0f855ddaf1,,01.01.2022,TBD,MSS Poll,both,VS40MSK,2023-9-22
281,11.1.1,UE to UE transit call,2b9efadbca5339117f89d04fd0ce8f3f,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
282,11.1.2,UE to PLMN transit call,321f5cbc6c1ab6f1a30af3e71653f2be,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
283,11.1.3,PLMN to UE transit call,7836e7f963e78bb7dee238fe76051e62,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
284,11.1.4,UE to PSTN transit call,affdd3b1ad5ba73b63075bd68742737e,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
285,11.1.5,PSTN to UE transit call,25447cac46a357a7b59ea83ce1aadbc9,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
286,11.3.1,Data call from Mobile to Mobile for transit call,ccc7b22b6ebc61c4bcf5ad84b71270db,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
287,11.3.2,Data call from Mobile to PSTN for transit call,0403c41db853beec81b1afbd692a22f4,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
288,11.3.3,Fax call from Mobile to PSTN for transit call,39710915a734dacc5dba2f8e8b964987,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
289,11.3.4,Fax call from PSTN to Mobile for transit call,7a33175b13a534eb1cf54c2370294aa7,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
290,11.4.1,PRBT for incoming transit call,5f4466bb8b431d1795004276179a7d5e,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
291,11.5.1,TPPS local Beeline,571c9da1cdf59a9af1c143c7f356086f,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
292,11.5.2,TPPS local PSTN,55defd81521827e7018997611f7f9c4d,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
293,11.5.3,Call Forwarding Unconditional,d23ba4037073ff470bd5afa56281716a,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
294,11.6.1,"UE to UE call via CMN (no HLR interrogation, no IN triggering)",c3fba2ea342afbe8ce2011a2cdf6a05b,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
295,11.6.2,UE to UE call via CMN (HLR interrogation on CMN),fabb390ef71af5c301c28426c281aac1,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
296,11.6.3,UE to UE call via CMN (IN Triggering on CMN),9670c76a219c6058d5aa6ada4c22fbf7,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
297,11.6.4,UE to PSTN transit call,70d64e720649b3ff79a1e89094136d11,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
298,11.6.5,Call Forwarding Unconditional,01ff1143eb86e9fe67918ccae0423910,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
299,11.6.6,SS invocation during call,1e6d4ef92d1e12d9edc8f9b148e14cb7,,01.01.2022,TBD,CMN_GMSC,both,VS40MSK,2023-9-22
300,1.1.1,Power check,872ccd9c6dce18ce6ea4d5106540f089,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
301,1.1.2,Power up,522c33efdda0b8dc6ce90c991beb9666,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
302,1.1.3,Local connection to BSP,ad2f981820c1e26b9c95b61832af190a,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
303,1.1.4,Verify BSP Software version,812b7598bbe881cd8e5efaa29fc2d684,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
304,1.1.5,BSP Alarms,75d011862ef65fffc11437b37454ce76,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
305,1.1.6,Check Shelf and Blade Status,7456ee57ea536a24e49fdfb1d56359bf,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
306,1.1.7,Check CMXB configuration,a7145d355d740865df1d9db5e3d5ba30,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
307,1.1.8,Lock/Unlock SCXB board in main shelf with Standby DMXC,91e70420cca54c70994ea3a14cb0553a,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
308,1.1.9,Lock/Unlock SCXB board in main shelf with Active DMXC,3576f9d10c59a69e7c731850cc8b8d7b,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
309,1.1.10,Lock/Unlock Active CMX Board in main shelf,e7e4d9701137fb31a611ebcef3fc5616,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
310,1.1.11,Create BSP Configuration Backup,633956bea4e529251c111fd47c8d6c3d,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
311,1.1.12,Restore node from BSP Configuration Backup,7cac7401e143c0858e706f5349fab9a5,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
312,1.1.13,NTP Server Connection,6e0c5d81f59bef066c2ea2fe22af723e,BSP,01.01.2022,OK,BSP,both,VS12MKH,2023-9-20
